ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-6413650,Source1,2,2021-01-17 21:23:00,2021-01-18 00:02:30,37.86042,-122.501903,37.871,-122.507083,0.784,NB 101 JNO SAUSALITO. BOTH ON RHS,CA-1 N,Sausalito,Marin,CA,94965,US,US/Pacific,KSFO,2021-01-17 20:56:00,57.0,57.0,67.0,30.0,10.0,NNW,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6413774,Source1,2,2021-02-11 05:06:00,2021-02-11 07:12:24,34.704685999999995,-117.862865,34.690085,-117.862956,1.009,Incident on 150TH ST EB near E AVENUE J Expect delays., E Avenue I,Lancaster,Los Angeles,CA,93535,US,US/Pacific,KPMD,2021-02-11 04:53:00,37.0,32.0,86.0,27.39,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6414048,Source1,2,2021-01-07 14:51:00,2021-01-07 16:59:05,38.653195,-121.382858,38.654131,-121.382858,0.065,Incident on WATT AVE near MYRTLE AVE Drive with caution., Watt Ave,North Highlands,Sacramento,CA,95660-5109,US,US/Pacific,KMCC,2021-01-07 14:45:00,50.0,50.0,76.0,30.09,10.0,E,9.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6414075,Source1,2,2021-01-29 02:48:04,2021-01-29 04:07:08,37.623046,-77.50338199999999,37.622367,-77.50313299999998,0.049,Incident on STAPLES MILL RD near WISTAR RD Drive with caution., Staples Mill Rd,Henrico,Henrico,VA,23228-2757,US,US/Eastern,KOFP,2021-01-29 02:54:00,25.0,18.0,53.0,30.09,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6414275,Source1,2,2021-02-12 15:42:25,2021-02-12 18:21:05,25.702183,-80.382354,25.701623,-80.382328,0.039,Incident on SW 117TH AVE near HOUSE 7074 Drive with caution., SW 117th Ave,Miami,Miami-Dade,FL,33183-2804,US,US/Eastern,KTMB,2021-02-12 15:53:00,80.0,80.0,71.0,29.92,10.0,SSE,12.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6414295,Source1,2,2021-01-29 23:41:00,2021-01-30 04:40:28,36.582444,-80.19093199999998,36.588542,-80.182326,0.637,On Rt. 653 in the County of Patrick in the vicinity of S Mayo Dr; Rt. 680N/S (Patrick County) motorists can expect delays due to a tractor trailer crash. All North lanes are closed. All South lanes are closed., S Mayo Dr,Stuart,Patrick,VA,24171-4777,US,US/Eastern,KMTV,2021-01-29 23:35:00,29.0,24.0,47.0,29.31,10.0,NE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6414414,Source1,2,2021-02-04 09:51:00,2021-02-04 11:06:32,28.364993,-81.563926,28.362743,-81.564006,0.156,Incident on WORLD DR near E BUENA VISTA DR Drive with caution.,World Dr S,Orlando,Orange,FL,32830,US,US/Eastern,KISM,2021-02-04 09:56:00,53.0,53.0,47.0,30.09,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6414423,Source1,2,2021-01-31 01:14:30,2021-01-31 01:44:00,34.027372,-117.800506,34.013772,-117.819936,1.456,Slow traffic on Pomona Fwy W - CA-60 W from Golden Springs Dr to CA-57 S due to accident.,CA-60 W,Diamond Bar,Los Angeles,CA,91765,US,US/Pacific,KPOC,2021-01-31 06:47:00,39.0,39.0,87.0,29.1,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6414637,Source1,2,2021-02-18 14:52:00,2021-02-18 16:32:37,43.102124,-75.22621600000002,43.10211500000001,-75.22631700000002,0.005,Incident on JOHN ST near ORISKANY ST Expect long delays.,Oriskany St E,Utica,Oneida,NY,13501,US,US/Eastern,KRME,2021-02-18 14:53:00,25.0,16.0,53.0,29.81,10.0,ESE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6414746,Source1,2,2021-02-12 07:44:00,2021-02-12 09:28:21,34.373382,-118.101967,34.374967,-118.098486,0.227,Incident on ANGELES FOREST HWY near MM 12 Drive with caution., Angeles Forest Hwy,Tujunga,Los Angeles,CA,91042,US,US/Pacific,KBUR,2021-02-12 07:46:00,53.0,53.0,89.0,29.08,1.0,CALM,0.0,0.01,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6414807,Source1,2,2021-01-30 01:06:00,2021-01-30 02:41:13,30.549262,-87.337968,30.548781,-87.337885,0.034,Incident on WITT DR near DEVINE FARM RD Drive with caution., Witt Dr,Cantonment,Escambia,FL,32533,US,US/Central,KPNS,2021-01-30 00:53:00,41.0,41.0,86.0,30.09,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6415011,Source1,2,2021-02-12 05:11:00,2021-02-12 08:44:00,26.655463,-80.069416,26.702071000000004,-80.072653,3.227,Stationary traffic on I-95 N from 10th Ave/Exit 64 (I-95) to FL-704/Okeechobee Blvd/Exit 70 (I-95) due to accident.,I-95 N,West Palm Beach,Palm Beach,FL,33405,US,US/Eastern,KPBI,2021-02-12 04:53:00,68.0,68.0,93.0,29.97,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6415201,Source1,2,2021-01-31 21:10:41,2021-01-31 22:58:23,37.039815,-76.397498,37.039635,-76.398558,0.06,Incident on W MERCURY BLVD near W MERCURY BLVD Drive with caution.,W Mercury Blvd,Hampton,Hampton,VA,23666,US,US/Eastern,KLFI,2021-01-31 21:07:00,43.0,37.0,100.0,29.78,1.0,NW,9.0,0.0,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6415301,Source1,2,2021-02-21 11:47:00,2021-02-21 13:46:35,34.004214000000005,-117.350154,34.001638,-117.351855,0.203,Incident on I-215 SB near COLUMBIA AVE Drive with caution.,I-215 S,Riverside,Riverside,CA,92501,US,US/Pacific,KRAL,2021-02-21 11:53:00,68.0,68.0,15.0,29.44,10.0,NNE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6415305,Source1,2,2021-02-13 13:27:40,2021-02-13 15:48:47,37.583611,-77.510082,37.582432,-77.50811999999998,0.135,Incident on MONUMENT AVE near LIBBIE AVE Drive with caution., Monument Ave,Richmond,Henrico,VA,23226-1825,US,US/Eastern,KOFP,2021-02-13 13:33:00,31.0,25.0,89.0,29.96,3.0,VAR,6.0,0.07,Wintry Mix,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6415967,Source1,2,2021-02-04 21:56:00,2021-02-05 00:36:40,25.684054,-80.454027,25.684079,-80.453257,0.048,Incident on SW 88TH ST EB near SW 162ND AVE Left lane blocked., SW 88th St,Miami,Miami-Dade,FL,33196,US,US/Eastern,KTMB,2021-02-04 21:53:00,63.0,63.0,70.0,30.08,10.0,SE,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-6415982,Source1,2,2021-01-16 02:01:00,2021-01-16 06:48:32,35.015906,-120.343712,35.022416,-120.312362,1.83,SR166 AREA OF TWITCHELL RES. [Notification] [CHP]-Problem changed from 1179-Trfc Collision-1141 Enrt to 1182-Trfc Collision-No Inj by CHP [Shared],Cuyama Hwy,Santa Maria,San Luis Obispo,CA,93454,US,US/Pacific,KSMX,2021-01-16 01:51:00,66.0,66.0,29.0,29.79,10.0,NNE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6415984,Source1,2,2021-01-02 07:28:00,2021-01-02 11:20:57,33.645606,-117.418655,33.647456,-117.416794,0.1669999999999999,WB JEO EL CARISO VILLAGE. [Rotation Request Comment] XXX 1039 STEVE'S 951-657-8010 XXX, Ortega Hwy,Lake Elsinore,Riverside,CA,92530-6562,US,US/Pacific,KF70,2021-01-02 07:35:00,39.0,39.0,75.0,28.84,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6416446,Source1,2,2021-02-17 23:38:52,2021-02-18 02:00:24,35.018633,-85.332447,35.029808,-85.32201500000002,0.972,Incident on I-24 EB near MM 176 Drive with caution.,I-24 E,Chattanooga,Hamilton,TN,37408,US,US/Eastern,KCHA,2021-02-17 23:53:00,35.0,30.0,92.0,29.45,2.0,N,6.0,0.15,Wintry Mix,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6416642,Source1,2,2021-02-08 15:46:30,2021-02-08 18:08:05,45.595782,-94.190436,45.602252,-94.185466,0.508,Accident on CR-134 (MN-15) from N Benton Dr (MN-15) to MN-15., State Highway 15,Saint Cloud,Stearns,MN,56303-9566,US,US/Central,KSTC,2021-02-08 15:53:00,-1.0,-15.0,52.0,29.18,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6416669,Source1,2,2021-01-21 20:18:00,2021-01-21 21:58:23,34.044561,-118.009842,34.034128,-118.027211,1.228,I605 S / NO SR60. [Notification] [CHP]-1039 3A P338 SO# 213776 UNK PROVIDER ETA 25 MIN FOR BRO F150 [Shared],I-605 S,La Puente,Los Angeles,CA,91746,US,US/Pacific,KEMT,2021-01-21 19:53:00,61.0,61.0,64.0,29.92,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6416813,Source1,2,2021-02-05 06:20:00,2021-02-05 10:23:11,33.94826,-118.232905,33.950554,-118.232876,0.159,1039 CENSO * FELONY STOP ON A 10851 VEH * NOT REQ CHP, Juniper St,Los Angeles,Los Angeles,CA,90002-2635,US,US/Pacific,KHHR,2021-02-05 05:53:00,48.0,48.0,89.0,30.04,7.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-6416948,Source1,2,2021-01-26 22:54:09,2021-01-27 01:12:10,32.748823,-96.874154,32.748003999999995,-96.874152,0.057,Incident on N WESTMORELAND RD near W 8TH ST Drive with caution., N Westmoreland Rd,Dallas,Dallas,TX,75211-2951,US,US/Central,KRBD,2021-01-26 22:53:00,47.0,41.0,59.0,29.31,10.0,NNW,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6416962,Source1,2,2021-01-04 01:57:59,2021-01-04 03:18:06,41.842857,-91.66592,41.757337,-91.64228,6.033,Slow traffic on I-380 S - US-218 S - IA-27 S from CR-F12/Exit 10 (I-380) to CR-F28/Exit 4 (I-380) due to accident.,I-380 S,Swisher,Johnson,IA,52338,US,US/Central,KCID,2021-01-04 01:52:00,25.0,15.0,92.0,29.02,0.25,S,10.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6417082,Source1,2,2021-02-02 22:29:32,2021-02-03 03:02:41,39.734009,-75.403897,39.731245,-75.408565,0.313,Incident on I-295 SB near EXIT 7 Road closed. Take alternate route.,I-295 S,Pedricktown,Salem,NJ,08067,US,US/Eastern,KPHL,2021-02-02 22:09:00,30.0,20.0,75.0,29.48,7.0,NW,14.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6417110,Source1,2,2021-02-13 06:06:57,2021-02-13 10:52:53,45.600018,-118.503381,45.59299,-118.47656200000002,1.385,Incident on I-84 EB near MP 214 Drive with caution.,I-84 E,Pendleton,Umatilla,OR,97801,US,US/Pacific,KPDT,2021-02-13 06:14:00,13.0,13.0,92.0,28.28,1.0,CALM,0.0,0.0,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-6417213,Source1,2,2021-02-14 12:23:30,2021-02-14 12:57:30,38.939439,-91.865458,38.937308,-91.835526,1.615,Slow traffic on US-40 E - I-70 E from US-54/Exit 148 (I-70) to MO-A/Exit 155 (I-70) due to accident.,I-70 E,Kingdom City,Callaway,MO,65262,US,US/Central,KCOU,2021-02-14 11:54:00,1.0,-20.0,69.0,29.56,1.0,N,18.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6417676,Source1,2,2021-02-08 15:13:00,2021-02-08 16:59:00,38.883651,-77.056824,38.88981500000001,-77.06390400000002,0.5710000000000001,Slow traffic from Memorial Ave (George Washington Pkwy) to I-66/US-50 (George Washington Pkwy) due to accident.,George Washington Memorial Pkwy N,Washington,District of Columbia,DC,20024,US,US/Eastern,KDCA,2021-02-08 14:52:00,38.0,33.0,39.0,30.38,10.0,S,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6417700,Source1,2,2021-01-22 16:08:00,2021-01-22 17:27:31,34.074686,-118.27316100000002,34.069699,-118.261478,0.752,Incident on US-101 SB near SILVER LAKE BLVD Right shoulder closed.,CA-2 E,Los Angeles,Los Angeles,CA,90026,US,US/Pacific,KCQT,2021-01-22 15:52:00,59.0,59.0,58.0,29.72,10.0,WSW,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6417847,Source1,2,2021-02-15 14:08:00,2021-02-15 16:46:30,35.1539862154238,-120.6621873373,35.1480662154238,-120.6472373373,0.938,Slow traffic on CA-1 S - US-101 S from Spyglass Dr/Shell Beach Rd (US-101) to Wadsworth Ave (US-101) due to accident.,El Camino Real S,Pismo Beach,San Luis Obispo,CA,93449,US,US/Pacific,KSBP,2021-02-15 13:56:00,59.0,59.0,78.0,29.85,10.0,WNW,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6417939,Source1,2,2021-02-13 14:56:42,2021-02-13 18:00:52,35.189487,-80.957911,35.190312,-80.957534,0.061,Incident on STEELE CREEK RD near BYRUM DR Drive with caution., Steele Creek Rd,Charlotte,Mecklenburg,NC,28217-5324,US,US/Eastern,KCLT,2021-02-13 14:52:00,38.0,31.0,93.0,29.22,7.0,NNE,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6417953,Source1,2,2021-02-01 15:36:00,2021-02-01 17:50:19,33.879862,-117.607507,33.879819,-117.606828,0.039,SR91 E 6TH ST. [CHP] has closed their incident [210201IN00239],CA-91 E,Corona,Riverside,CA,92882,US,US/Pacific,KAJO,2021-02-01 15:56:00,68.0,,32.0,29.45,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6418053,Source1,2,2021-02-11 15:10:00,2021-02-11 20:23:22,39.481685,-123.361906,39.48118,-123.362114,0.037,Incident on US-101 SB near HOUSE 5191 Drive with caution., N Highway 101,Willits,Mendocino,CA,95490-9360,US,US/Pacific,KUKI,2021-02-11 14:56:00,48.0,43.0,89.0,29.3,3.0,S,10.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6418329,Source1,2,2021-01-29 03:09:00,2021-01-29 06:33:39,35.166726000000004,-120.689626,35.175597,-120.697228,0.748,NB US101 JSO AVILA BEACH 1/4 MI. [Rotation Request Comment] 1039 KAUTZ TOW 805-489-2336,El Camino Real N,Pismo Beach,San Luis Obispo,CA,93449,US,US/Pacific,KSBP,2021-01-29 02:56:00,47.0,47.0,93.0,29.61,9.0,CALM,0.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6418433,Source1,2,2021-02-01 00:00:00,2021-02-01 02:05:16,33.948558,-117.301894,33.947298,-117.300244,0.129,SB 215 JNO 60. ALL VEHS ON RS,Moreno Valley Fwy E,Riverside,Riverside,CA,92507,US,US/Pacific,KRAL,2021-02-01 00:53:00,59.0,59.0,39.0,29.2,10.0,NE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6418756,Source1,2,2021-01-28 16:56:00,2021-01-28 18:41:53,34.053894,-118.23438,34.055654,-118.24017,0.353,Incident on US-101 NB near N ALAMEDA ST Drive with caution.,US-101,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2021-01-28 16:52:00,59.0,59.0,58.0,29.69,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6418826,Source1,2,2021-01-09 17:28:00,2021-01-09 19:29:07,33.906301,-118.236175,33.907233000000005,-118.232668,0.211,Incident on E ORIS ST near HOUSE 1998 Drive with caution., E Oris St,Compton,Los Angeles,CA,90222-3515,US,US/Pacific,KHHR,2021-01-09 17:53:00,62.0,62.0,48.0,29.97,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-6419213,Source1,2,2021-01-26 22:36:00,2021-01-27 00:44:22,41.641906,-76.147001,41.619646,-76.13622099999998,1.636,Crash on US 6 both directions between SR 0367 SH and DOLITTLE HILL RD. All lanes closed.,Grand Army of the Republic Hwy,Laceyville,Wyoming,PA,18623,US,US/Eastern,KAVP,2021-01-26 22:54:00,31.0,25.0,89.0,28.78,8.0,NE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-6419439,Source1,2,2021-02-16 14:20:55,2021-02-16 15:59:08,35.127146,-85.242073,35.127339,-85.24219699999998,0.015,Incident on NORTHGATE MALL DR near EXECUTIVE DR Drive with caution.,Northgate Mall Dr,Chattanooga,Hamilton,TN,37415,US,US/Eastern,KCHA,2021-02-16 14:33:00,26.0,17.0,60.0,29.42,10.0,WNW,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6419513,Source1,2,2021-02-13 10:51:30,2021-02-13 12:26:32,38.489991,-90.287483,38.485144,-90.270932,0.956,Incident on I-255 near KOCH RD Drive with caution.,I-255 E,Saint Louis,St. Louis County,MO,63129,US,US/Central,KCPS,2021-02-13 10:53:00,7.0,-8.0,77.0,29.93,3.0,NW,10.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6419531,Source1,2,2021-01-26 01:56:37,2021-01-26 03:12:31,29.554821,-98.485919,29.544631,-98.490429,0.754,Incident on US-281 SB near JONES MALTSBERGER Drive with caution.,San Pedro Ave,San Antonio,Bexar,TX,78216,US,US/Central,KSAT,2021-01-26 01:51:00,48.0,45.0,68.0,28.99,10.0,NNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6419621,Source1,2,2021-01-14 07:15:46,2021-01-14 15:15:46,42.355276,-122.868533,42.35492,-122.86912,0.039,There is a pothole in the lane of travel causing a hazard. Use caution., Crater Lake Hwy,Medford,Jackson,OR,97504,US,US/Pacific,KMFR,2021-01-14 06:53:00,38.0,38.0,93.0,28.99,10.0,NW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-6420001,Source1,2,2021-01-28 16:54:30,2021-01-28 18:53:30,34.700003,-82.938024,34.69997,-82.93884,0.046,Stationary traffic on US-76 W - SC-28 - US-123 S from Seneca to E North 1st St / By Pass 123 due to accident., Clemson Blvd,Seneca,Oconee,SC,29678-0833,US,US/Eastern,KCEU,2021-01-28 16:54:00,49.0,47.0,29.0,29.32,10.0,SW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6420409,Source1,2,2021-01-14 21:18:58,2021-01-14 23:18:20,35.0356,-80.846639,35.034561,-80.84746,0.086,Incident on JOHNSTON RD near MARVIN RD Drive with caution., Johnston Rd,Charlotte,Mecklenburg,NC,28277,US,US/Eastern,KEQY,2021-01-14 20:53:00,36.0,36.0,93.0,29.1,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6420461,Source1,2,2021-02-09 15:35:12,2021-02-09 17:57:02,45.026382,-93.089464,45.036282,-93.076934,0.918,Accident on Little Canada Rd/Exit 112 (I-35E) from US-10 (I-35E) to I-35E N.,I-35E N,Saint Paul,Ramsey,MN,55117,US,US/Central,KSTP,2021-02-09 15:53:00,9.0,-7.0,40.0,29.55,10.0,WSW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6420466,Source1,2,2021-02-27 06:32:30,2021-02-27 13:55:40,39.492435,-76.326735,39.499377,-76.331007,0.531,Slow traffic on MD-24 from Wheel Rd (Vietnam Veterans Memorial Hwy/MD-24) to Plumtree Rd (Vietnam Veterans Memorial Hwy/MD-24) due to accident.,Vietnam Veterans Memorial Hwy,Bel Air,Harford,MD,21015,US,US/Eastern,KAPG,2021-02-27 06:33:00,37.0,33.0,100.0,30.11,5.0,NNE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-6420529,Source1,2,2021-01-23 12:11:00,2021-01-23 14:38:09,34.092367,-118.240903,34.088927000000005,-118.237233,0.317,SB 5 TO SB 110 CON -AT END. [Rotation Request Comment] 1039 INTER CITY TOW 213-747-7588 20 OL,Golden State Fwy S,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2021-01-23 11:52:00,53.0,53.0,74.0,29.7,10.0,SE,3.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6420773,Source1,4,2021-02-15 10:42:00,2021-02-15 13:42:02,38.68741,-91.139692,38.689487,-91.139867,0.144,Incident on MO-47 near KRONE RD Road closed. Take alternate route., State Highway 47,Marthasville,Warren,MO,63357-2758,US,US/Central,KFYG,2021-02-15 10:35:00,1.0,-14.0,78.0,29.79,0.75,NNW,10.0,0.13,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6420792,Source1,2,2021-01-02 13:55:30,2021-01-03 02:56:30,40.07772,-75.159547,40.07431500000001,-75.158438,0.242,Slow traffic on PA-309 from Easton Rd (PA-309) to W Cheltenham Ave (Ogontz Ave/PA-309) due to accident., Ogontz Ave,Wyncote,Montgomery,PA,19095-2917,US,US/Eastern,KLOM,2021-01-02 13:55:00,49.0,44.0,68.0,29.6,10.0,WNW,10.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6421039,Source1,2,2021-02-18 10:03:00,2021-02-18 12:07:24,33.663471937019054,-117.89805293026971,33.66284193701905,-117.89708293026972,0.071,Accident from Fairview Rd (Fair Dr) to CA-55/Newport Blvd (Fair Dr).,Newport Blvd,Costa Mesa,Orange,CA,92627,US,US/Pacific,KSNA,2021-02-18 09:53:00,66.0,66.0,11.0,30.26,10.0,NE,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6421109,Source1,2,2021-01-11 23:10:00,2021-01-12 02:15:45,41.072291,-73.802472,41.056071,-73.810202,1.1909999999999998,Incident on SPRAIN BROOK STATE PKWY SB near GRASSLANDS RD Right shoulder closed.,Sprain Brook Pkwy,Elmsford,Westchester,NY,10523,US,US/Eastern,KHPN,2021-01-11 22:56:00,24.0,24.0,81.0,29.66,9.0,NW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6421125,Source1,2,2021-02-15 17:26:43,2021-02-15 18:50:05,38.2906472681127,-77.47289299927962,38.2942572681127,-77.48042299927963,0.478,Incident on BLUE near BLUE Drive with caution.,Blue and Gray Pkwy,Fredericksburg,Fredericksburg (City),VA,22401,US,US/Eastern,KEZF,,,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6421241,Source1,2,2021-02-27 05:22:30,2021-02-27 15:53:30,40.229392,-75.23706800000002,40.235216,-75.23996899999999,0.431,Stationary traffic on PA-309 from Stump Rd (PA-309) to US-202/Upper State Rd/DeKalb Pike (PA-309) due to accident., Bethlehem Pike,Montgomeryville,Montgomery,PA,18936-9607,US,US/Eastern,KLOM,2021-02-27 05:15:00,34.0,30.0,99.0,29.93,4.0,NE,5.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-6421268,Source1,2,2021-01-28 01:12:30,2021-01-28 02:24:00,39.047201,-76.621688,39.014121,-76.612998,2.333,Slow traffic on I-97 S from MD-32/Exit 7 (I-97) to US-301/US-50 (I-97) due to accident.,I-97 S,Crownsville,Anne Arundel,MD,21032,US,US/Eastern,KNAK,2021-01-28 00:54:00,34.0,26.0,64.0,30.07,10.0,N,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6421435,Source1,2,2021-01-16 21:02:00,2021-01-17 02:32:36,36.05847,-118.999475,36.05778,-118.993315,0.347,Incident on E DATE AVE near HOUSE 887 Expect delays., E Date Ave,Porterville,Tulare,CA,93257-5006,US,US/Pacific,KPTV,2021-01-16 20:56:00,49.0,47.0,80.0,29.68,7.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6421458,Source1,2,2021-02-15 06:19:00,2021-02-15 07:14:00,41.234645,-73.042867,41.23755900000001,-73.055715,0.6970000000000001,Slow traffic on I-95 S from Old Gate Ln/Woodmont Rd/Exit 40 (I-95) to Milford Pkwy/Exit 38 (I-95) due to accident.,I-95 S,Milford,New Haven,CT,06461,US,US/Eastern,KBDR,2021-02-15 05:52:00,34.0,27.0,64.0,30.21,10.0,NNE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-6421464,Source1,2,2021-02-14 11:16:00,2022-02-14 13:02:00,30.44450800000001,-90.999515,30.437716,-91.026667,1.6840000000000002,Incident on W I-12 WB near MILLERVILLE Drive with caution.,I-12 W,Baton Rouge,East Baton Rouge,LA,70816,US,US/Central,KBTR,2021-02-14 10:53:00,33.0,24.0,82.0,30.02,5.0,N,13.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6421467,Source1,2,2021-01-19 16:03:16,2021-01-19 17:48:16,45.600439,-121.173437,45.606749,-121.192487,1.019,Incident on I-84 WB near MP 85 Drive with caution.,I-84 W,The Dalles,Wasco,OR,97058,US,US/Pacific,KDLS,2021-01-19 15:53:00,47.0,47.0,56.0,30.16,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
